StudyArea,Plot,Uplot,Date,Jday,Season,Year,Occasion,Board,SVL1,TL1,SVL2,TL2,Sex,Morph,New/Recap,Mark1,Mark2,MarkFinal,Umark,Snout,NumberEggs,Notes
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A10,32,55,34,55,F,S,N,xxBR,xxBR,xxBR,Bridgewater_I_xxBR,,,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A5,31,53,30,52,F,S,N,xxRx,xxRx,xxRx,Bridgewater_I_xxRx,,,immature eggs (not countable)
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A6,41,75,45,73,F,S,N,xxxB,xxxB,xxxB,Bridgewater_I_xxxB,,7,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A7,31,43,30,43,F,S,N,xxYR,xxYR,xxYR,Bridgewater_I_xxYR,,,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A9,17,30,18,31,U,S,N,xxxR,xxxR,xxxR,Bridgewater_I_xxxR,,,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,A9,21,38,21,38,U,L,N,xxxO,xxxO,xxxO,Bridgewater_I_xxxO,,,blunt tail
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,B4,41,78,45,77,F,S,N,xxYO,xxYO,xxYO,Bridgewater_I_xxYO,,9,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,C10,44,81,43,79,F,S,N,xxBO,xxBO,xxBO,Bridgewater_I_xxBO,,9,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,C5,43,50,45,48,M,S,N,xxYB,xxYB,xxYB,Bridgewater_I_xxYB,cirri,,no tail
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,C8,40,77,39,77,M,S,N,xxBx,xxBx,xxBx,Bridgewater_I_xxBx,cirri,,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,D1,39,66,41,66,M,S,N,xxOx,xxOx,xxOx,Bridgewater_I_xxOx,,,blunt tail
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,D5,22,23,22,22,U,L,N,xxxY,xxxY,xxxY,Bridgewater_I_xxxY,,,no tail
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,E1,20,33,20,33,U,L,N,xxYY,xxYY,xxYY,Bridgewater_I_xxYY,,,
Bridgewater,I,Bridgewater_I,4/14/2017,103,Spring,2017,1,E6,30,58,33,59,M,L,N,xxYx,xxYx,xxYx,Bridgewater_I_xxYx,cirri,,
Bridgewater,II,Bridgewater_II,4/14/2017,103,Spring,2017,1,B7,31.77,55.25,33.95,55.25,U,S,N,xxBB,xxBB,xxBB,Bridgewater_II_xxBB,,,
Bridgewater,II,Bridgewater_II,4/14/2017,103,Spring,2017,1,C5,31.43,52.63,29.51,51.56,U,L,N,xYxR,xYxR,xYxR,Bridgewater_II_xYxR,,,green flecking on dorsum
Bridgewater,II,Bridgewater_II,4/14/2017,103,Spring,2017,1,C9,41.14,74.83,44.57,73.36,U,L,N,xYxO,xYxO,xYxO,Bridgewater_II_xYxO,,,green flecking on dorsum
Bridgewater,II,Bridgewater_II,4/14/2017,103,Spring,2017,1,E6,30.57,42.6,29.67,42.86,U,S,N,xxBY,xxBY,xxBY,Bridgewater_II_xxBY,,,marks are migrating
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,A10,17.26,30.11,18.38,30.79,U,S,N,xxBRO,xxBRO,xxBRO,Bridgewater_III_xxBRO,,,blunt tail
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,A5,20.99,37.76,21.17,37.73,F,S,N,xxYOO,xxYOO,xxYOO,Bridgewater_III_xxYOO,,5,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,A7,40.88,78,44.6,76.71,F,L,N,xxYYO,xxYYO,xxYYO,Bridgewater_III_xxYYO,cirri,7,"green and gold flecking on dorsum, small cirri"
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,B10,44.43,80.9,43.2,79.22,F,S,N,xxYRO,xxYRO,xxYRO,Bridgewater_III_xxYRO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,B2,43.33,49.55,44.77,47.93,F,S,N,xxBOO,xxBOO,xxBOO,Bridgewater_III_xxBOO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,B3,40.14,77.07,39.08,76.88,U,S,N,xxBxO,xxBxO,xxBxO,Bridgewater_III_xxBxO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,B9,38.99,66.17,40.51,66.4,M,S,N,xxYBO,xxYBO,xxYBO,Bridgewater_III_xxYBO,cirri,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,C3,22.47,22.59,21.73,22.14,U,S,N,xxOxO,xxOxO,xxOxO,Bridgewater_III_xxOxO,,,no tail
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,C3,19.62,33.39,19.85,33.02,F,L,N,xxBYO,xxBYO,xxBYO,Bridgewater_III_xxBYO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,C4,30.45,58.34,32.51,59.29,U,S,N,xxBBO,xxBBO,xxBBO,Bridgewater_III_xxBBO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,C6,22.76,42.41,22.28,40.53,F,S,N,xYxRO,xYxRO,xYxRO,Bridgewater_III_xYxRO,,10,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,C7,22.92,40.2,21.9,40.64,F,S,N,xYxOO,xYxOO,xYxOO,Bridgewater_III_xYxOO,,7,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D1,22.1,39.51,21.05,37.39,F,S,N,xxYxO,xxYxO,xxYxO,Bridgewater_III_xxYxO,,8,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D10,21.68,35.8,21.43,36.32,M,S,N,xxxYO,xxxYO,xxxYO,Bridgewater_III_xxxYO,cirri,,blunt tail
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D3,27.87,43.01,27,41,F,S,N,xxRxO,xxRxO,xxRxO,Bridgewater_III_xxRxO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D7,41.56,75.03,40,80,F,L,N,xxxBO,xxxBO,xxxBO,Bridgewater_III_xxxBO,,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D9,37.58,73.47,39,71,M,S,N,xxxOO,xxxOO,xxxOO,Bridgewater_III_xxxOO,cirri,,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,D9,31.59,60.48,32,61,F,S,N,xxxRO,xxxRO,xxxRO,Bridgewater_III_xxxRO,,6,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,E6,45.42,78.02,42,79,F,S,N,xYxBO,xYxBO,xYxBO,Bridgewater_III_xYxBO,,12,
Bridgewater,III,Bridgewater_III,4/14/2017,103,Spring,2017,1,E7,27,49.27,26,45,M,S,N,xYxYO,xYxYO,xYxYO,Bridgewater_III_xYxYO,cirri,,blunt tail
Bridgewater,V,Bridgewater_V,4/14/2017,103,Spring,2017,1,A5,37.89,69.53,36,68,F,S,N,xxxRY,xxxRY,xxxRY,Bridgewater_V_xxxRY,,,
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,A3,20.25,24.46,15,23,U,S,N,xxOxY,xxOxY,xxOxY,Bridgewater_VI_xxOxY,,,O mark on leg
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,A5,27,54,28.51,54.91,F,S,N,xxxYY,xxxYY,xxxYY,Bridgewater_VI_xxxYY,,,
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,B9,20,36,20.36,36.27,F,S,N,xxRxY,xxRxY,xxRxY,Bridgewater_VI_xxRxY,,6,plot mark on tail
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,C7,43.4,84.4,45,83,F,L,N,xxBxY,xxBxY,xxBxY,Bridgewater_VI_xxBxY,,6,
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,D10,38.11,73.71,37,74,M,S,N,xxYxY,xxYxY,xxYxY,Bridgewater_VI_xxYxY,cirri,,
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,D4,38.63,79.89,42,80,F,S,N,xxxOY,xxxOY,xxxOY,Bridgewater_VI_xxxOY,,11,
Bridgewater,VI,Bridgewater_VI,4/14/2017,103,Spring,2017,1,E8,30.66,54.82,31,55,F,S,N,xxxBY,xxxBY,xxxBY,Bridgewater_VI_xxxBY,,11,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A10,31.53,60.76,31,59,U,L,N,BxxOO,BxxOO,BxxOO,Bridgewater_IV_BxxOO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A10,34.85,67.43,35,66,U,S,N,YBxxO,YBxxO,YBxxO,Bridgewater_IV_YBxxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A10,37.09,72.03,37,71,U,L,N,OxxYO,OxxYO,OxxYO,Bridgewater_IV_OxxYO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A6,39.07,72.67,39,76,U,S,N,RxxYO,RxxYO,RxxYO,Bridgewater_IV_RxxYO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A6,47.03,90.32,45,90,U,S,N,OxxBO,OxxBO,OxxBO,Bridgewater_IV_OxxBO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,A8,40.87,67.91,40,72,F,S,N,xBxOO,xBxOO,xBxOO,Bridgewater_IV_xBxOO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B10,34.91,63.79,34.64,63.9,U,S,N,OxOxO,OxOxO,OxOxO,Bridgewater_IV_OxOxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B10,19.44,34.36,20.16,33.61,U,S,N,xYYxO,xYYxO,xYYxO,Bridgewater_IV_xYYxO,,,regrowing tail
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B2,33.16,63.31,35.12,62.43,U,S,N,xBRxO,xBRxO,xBRxO,Bridgewater_IV_xBRxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B3,34.68,73.04,36.3,73.48,U,L,N,xBOxO,xBOxO,xBOxO,Bridgewater_IV_xBOxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B5,38.17,75.79,37.2,74.76,U,S,N,xBxBO,xBxBO,xBxBO,Bridgewater_IV_xBxBO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B7,39.11,76.89,39.94,77.15,U,S,N,OxRxO,OxRxO,OxRxO,Bridgewater_IV_OxRxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,B9,46.72,89.8,45.07,87.71,U,S,N,xBxYO,xBxYO,xBxYO,Bridgewater_IV_xBxYO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C1,40.32,78.57,37.36,78.36,U,S,N,RBxxO,RBxxO,RBxxO,Bridgewater_IV_RBxxO,,,blunt tail
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C10,21.61,35.41,19.86,35.21,U,S,N,OxxRO,OxxRO,OxxRO,Bridgewater_IV_OxxRO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C9,22.29,38.9,21.21,39.37,F,S,N,xBxRO,xBxRO,xBxRO,Bridgewater_IV_xBxRO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C9,21.48,38.48,21.71,38.25,U,S,N,xBBxO,xBBxO,xBBxO,Bridgewater_IV_xBBxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C9,29.11,54.15,28.66,53.37,U,S,N,OxxOO,OxxOO,OxxOO,Bridgewater_IV_OxxOO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,C9,24.05,42.17,21.1,43.07,U,S,N,xYBxO,xYBxO,xYBxO,Bridgewater_IV_xYBxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D2,37.91,70.46,37.54,71.7,U,S,N,BxxRO,BxxRO,BxxRO,Bridgewater_IV_BxxRO,,,"2 blue marks, 1 on chest"
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D4,21.96,38.09,23.34,39.55,M,S,N,BxxYO,BxxxYO,BxxxYO,Bridgewater_IV_BxxxYO,cirri,,"Y behind hind leg, O on tail"
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D6,30.22,47.14,29.02,47.63,U,S,N,BxxBO,BxxBO,BxxBO,Bridgewater_IV_BxxBO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D7,31.22,59.94,30.55,59.18,F,S,N,xBYxO,xBYxO,xBYxO,Bridgewater_IV_xBYxO,,5,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D7,32.52,58.72,30.48,58.29,F,S,N,RxxRO,RxxRO,RxxRO,Bridgewater_IV_RxxRO,,9,R from position 1 is migrating to center of body
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,D9,33.76,62.73,31.57,62.85,U,S,N,RxxOO,RxxOO,RxxOO,Bridgewater_IV_RxxOO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,E1,19.69,29.53,19.5,31.98,F,S,N,BxRxO,BxRxO,BxRxO,Bridgewater_IV_BxRxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,E10,22.4,38.04,21.31,38.04,U,S,N,xYOxO,xYOxO,xYOxO,Bridgewater_IV_xYOxO,,,lost tail in bag (between lab and woods)
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,E10,17.96,26.23,17.54,25.91,U,S,N,OxYxO,OxYxO,OxYxO,Bridgewater_IV_OxYxO,,,
Bridgewater,IV,Bridgewater_IV,4/15/2017,104,Spring,2017,2,E10,19.33,32.58,17.52,31.63,U,S,N,xYRxO,xYRxO,xYRxO,Bridgewater_IV_xYRxO,,,
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,A5,36.67,76.03,36.03,74.03,F,S,R,xxRx,xxRx,xxRx,Bridgewater_I_xxRx,,,
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,B5,19.49,32.21,18.78,32.39,U,S,N,xYBx,xYBx,xYBx,Bridgewater_I_xYBx,,,blunt tail
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,C4,22.18,35.81,22.52,37.8,M,S,N,xBxO,xBxO,xBxO,Bridgewater_I_xBxO,cirri,,
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,C8,23.04,39.45,21.43,38.52,U,S,N,xBxR,xBxR,xBxR,Bridgewater_I_xBxR,,,regrowing tail
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,C9,30.98,59.19,29.93,60.7,U,L,R,xxxO,xxxO,xxxO,Bridgewater_I_xxxO,,,tail dropped in bag
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,D9,34.71,72.98,35.3,71.17,F,S,R,xxBO,xxBO,xxBO,Bridgewater_I_xxBO,,9,
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,E10,21.14,32.35,21.45,31.74,M,S,N,xYYx,xYYx,xYYx,Bridgewater_I_xYYx,,,regrowing tail
Bridgewater,I,Bridgewater_I,4/28/2017,117,Spring,2017,2,E6,37.73,72.47,36.71,71.32,M,L,R,xxYx,xxYx,xxYx,Bridgewater_I_xxYx,cirri,,re-did mark
Bridgewater,II,Bridgewater_II,4/28/2017,117,Spring,2017,3,A3,40.92,74.36,39.62,74.31,U,S,N,xYxY,xYxY,xYYY,Bridgewater_II_xYYY,,,"regrowing tail, mark code changed on 5/10 capture.  MarkF reflects new mark code"
Bridgewater,II,Bridgewater_II,4/28/2017,117,Spring,2017,3,C6,22.96,42.41,74.95,41.61,U,S,N,xYxB,xYxB,xYxB,Bridgewater_II_xYxB,,,"club foot, left hind foot missing"
Bridgewater,II,Bridgewater_II,4/28/2017,117,Spring,2017,3,D1,34.88,72.12,35.03,68.57,F,S,N,xYRx,xYRx,xYRx,Bridgewater_II_xYRx,,,
Bridgewater,II,Bridgewater_II,4/28/2017,117,Spring,2017,3,E4,21.07,35.9,20.61,35.86,M,S,N,xYOx,xYOx,xYOx,Bridgewater_II_xYOx,cirri,,
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,A10,20.25,41.51,21.84,41.69,F,S,N,xRYBO,xRYBO,xRYBO,Bridgewater_III_xRYBO,,7,very faded stripe (originally flagged as lead)
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,B6,20.6,36.19,21.29,35.53,F,L,R,xxYYO,xxYYO,xxYYO,Bridgewater_III_xxYYO,,7,pooped in bag
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,B8,30.05,54.27,30.35,54.75,U,S,R,xxxOO,xxxOO,xxxOO,Bridgewater_III_xxxOO,,,re-did marks
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,C3,31.37,46.99,31.79,46.76,U,S,R,xxOxO,xxOxO,xxOxO,Bridgewater_III_xxOxO,,,blunt tail
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,C5,41.37,68.72,38.81,68.37,M,L,N,xRBRO,xRBRO,xRBRO,Bridgewater_III_xRBRO,,,
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,C7,30.99,53.51,28.36,51.04,F,L,N,BxYxO,BxYxO,BxYxO,Bridgewater_III_BxYxO,,,regrowing tail; possibly dead on return (overheated in bag)
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,C8,22.25,38.46,21.63,34.97,U,S,N,xRBOO,xRBOO,xRBOO,Bridgewater_III_xRBOO,,,possibly dead on return (overheated in bag)
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,D2,44,85,43.02,84.69,F,S,R,xxYxO,xxYxO,xxYxO,Bridgewater_III_xxYxO,,8,
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,D7,30.54,50,32.03,50.55,F,S,R,xYxRO,xYxRO,xYxRO,Bridgewater_III_xYxRO,,10,
Bridgewater,III,Bridgewater_III,4/28/2017,117,Spring,2017,3,D9,33.74,60.25,34.9,61.8,F,S,N,BxOxO,BxOxO,BxOxO,Bridgewater_III_BxOxO,,9,regrowing tail
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,A5,20.95,34.84,20.46,36.46,M,L,N,xOROO,xOROO,xOROO,Bridgewater_IV_xOROO,cirri,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,A9,33.16,58.76,30.78,58.76,U,L,N,xOORO,xOORO,xOORO,Bridgewater_IV_xOORO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,B1,43.67,80.96,42.81,82.11,U,S,N,xRBBO,xRBBO,xRBBO,Bridgewater_IV_xRBBO,,,regrowing tail
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,B3,35.66,59.26,34.53,60.34,U,S,N,xRBYO,xRBYO,xRBYO,Bridgewater_IV_xRBYO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,B5,39.04,73.19,39.85,70.99,U,S,R,xBxBO,xBxBO,xBxBO,Bridgewater_IV_xBxBO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,C4,38.22,71.66,36,70,U,S,N,xORBO,xORBO,xORBO,Bridgewater_IV_xORBO,,,blunt tail
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,C5,33.91,65.72,36.02,70.13,U,S,N,xORYO,xORYO,xORYO,Bridgewater_IV_xORYO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,C6,19,24.5,19.65,23.65,F,S,R,RxxRO,RxxRO,RxxRO,Bridgewater_IV_RxxRO,,9,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,C9,42.36,73.97,43.19,74.75,U,S,N,xOOOO,xOOOO,xOOOO,Bridgewater_IV_xOOOO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,D5,38.39,54.3,37.78,53.57,U,L,N,xOOYO,xOOYO,xOOYO,Bridgewater_IV_xOOYO,,,
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,D7,29.5,65.26,30,63.1,U,S,N,xORRO,xORRO,xORRO,Bridgewater_IV_xORRO,cirri,,cirri are very small if present
Bridgewater,IV,Bridgewater_IV,4/28/2017,117,Spring,2017,3,E9,38.67,75.34,38.79,79.26,U,L,N,xOOBO,xOOBO,xOOBO,Bridgewater_IV_xOOBO,,,
Bridgewater,V,Bridgewater_V,4/28/2017,117,Spring,2017,3,B10,40.24,84.34,44,83,F,S,N,xxYRY,xxYRY,xxYRY,Bridgewater_V_xxYRY,,,
Bridgewater,V,Bridgewater_V,4/28/2017,117,Spring,2017,3,C3,44.4,73.57,43.36,75.29,F,S,N,xxYOY,xxYOY,xxYOY,Bridgewater_V_xxYOY,,9,
Bridgewater,V,Bridgewater_V,4/28/2017,117,Spring,2017,3,D5,37.1,71,39.19,71.61,M,S,N,xxYYY,xxYYY,xxYYY,Bridgewater_V_xxYYY,,,
Bridgewater,V,Bridgewater_V,4/28/2017,117,Spring,2017,3,E2,30.74,64.41,30.5,61.2,M,S,N,xxYBY,xxYBY,xxYBY,Bridgewater_V_xxYBY,,,
Bridgewater,VI,Bridgewater_VI,4/28/2017,117,Spring,2017,3,A10,31.51,47.5,30,46,F,S,R,xxxBY,xxxBY,xxxBY,Bridgewater_VI_xxxBY,,11,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,A10,20.3,35.09,20.24,35.85,U,S,N,xBYx,xBYx,xBYx,Bridgewater_I_xBYx,,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,A5,32.02,60.76,29.92,61.66,U,S,R,xxRx,xxRx,xxRx,Bridgewater_I_xxRx,,,blunt tail
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,A6,21.08,29.51,20.19,29.14,U,L,N,xBOx,xBOx,xBOx,Bridgewater_I_xBOx,,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,B5,19.14,36.03,20.8,35,U,S,R,xYBx,xYBx,xYBx,Bridgewater_I_xYBx,,,blunt tail
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,B8,38.28,75.08,40.31,73.16,U,S,N,RxxR,RxxR,RxxR,Bridgewater_I_RxxR,,,4th position mark in center of ventral torso
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,C2,23.9,43,24.41,43.39,F,L,N,xBRx,xBRx,xBRx,Bridgewater_I_xBRx,,8,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,C3,24.5,47.1,25.26,47.94,M,S,N,xBBx,xBBx,xBBx,Bridgewater_I_xBBx,cirri,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,C9,34.33,68.48,33.57,68.33,M,S,R,xxBx,xxBx,xxBx,Bridgewater_I_xxBx,cirri,,regrowing tail
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,D2,22.12,40.01,22.6,40.35,U,S,N,RxxO,RxxO,RxxO,Bridgewater_I_RxxO,,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,D8,33.93,58.41,33.13,57.8,M,L,N,xBxB,xBxB,xBxB,Bridgewater_I_xBxB,,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,E3,40.71,77.54,40.4,79.28,U,S,N,xBxY,xBxY,xBxY,Bridgewater_I_xBxY,,,
Bridgewater,I,Bridgewater_I,5/10/2017,129,Spring,2017,4,E5,38.46,73.22,38.95,74.29,U,L,N,RxxY,RxxY,RxxY,Bridgewater_I_RxxY,,,
Bridgewater,II,Bridgewater_II,5/10/2017,129,Spring,2017,4,A6,37.44,63.35,37.11,64,M,S,N,RBxx,RBxx,RBxx,Bridgewater_II_RBxx,,,
Bridgewater,II,Bridgewater_II,5/10/2017,129,Spring,2017,4,A9,41.72,81.11,41.63,78.75,U,S,N,OxxR,OxxR,OxxR,Bridgewater_II_OxxR,,,
Bridgewater,II,Bridgewater_II,5/10/2017,129,Spring,2017,4,B4,29,53,30.57,52.77,U,S,R,xYxY,xYYY,xYYY,Bridgewater_II_xYYY,,,"mark migration changed code from xYxY to xYYY. Updated previous sighting to reflect new mark code, put old mark code back into available marks"
Bridgewater,II,Bridgewater_II,5/10/2017,129,Spring,2017,4,E9,32,55,30.95,54.35,U,L,R,xYxO,xYxO,xYxO,Bridgewater_II_xYxO,,,
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,B10,21.59,38.27,22.94,39.61,U,S,R,xxYRO,xxYRO,xxYRO,Bridgewater_III_xxYRO,,,marks breaking up
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,B10,26.27,45.37,32,48,U,S,N,xOYOO,xOYOO,xOYOO,Bridgewater_III_xOYOO,,,"did not receive plot code (O-5), tail lost in bag"
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,B8,22.82,45.88,23.18,43.52,U,S,N,xOYYO,xOYYO,xOYYO,Bridgewater_III_xOYYO,,,"no tail, regrowing"
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,B9,39,78,40.09,77.31,M,S,R,xxYBO,xxYBO,xxYBO,Bridgewater_III_xxYBO,,,
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,C3,39.04,72.72,37.45,72.08,U,S,R,xxOxO,xxOxO,xxOxO,Bridgewater_III_xxOxO,,,"no tail, regrowing"
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,C6,43.71,72.76,42,74,F,S,R,xYxRO,xYxRO,xYxRO,Bridgewater_III_xYxRO,,10,
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,C9,22.16,38.41,22.63,38.35,F,S,N,xOYRO,xOYRO,xOYRO,Bridgewater_III_xOYRO,,,immature eggs (not countable)
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,D5,38.24,64.12,37,67,F,L,R,xRBRO,xRBRO,xRBRO,Bridgewater_III_xRBRO,,,
Bridgewater,III,Bridgewater_III,5/10/2017,129,Spring,2017,4,E1,21.6,38.33,20.11,36.73,F,S,R,xxYxO,xxYxO,xxYxO,Bridgewater_III_xxYxO,,7,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,A10,19.88,34.78,20.04,35.67,F,S,N,xYOBO,xYOBO,xYOBO,Bridgewater_IV_xYOBO,,,immature eggs (not countable)
