StudyArea,Plot,Uplot,Date,Jday,Season,Year,Occasion,Board,SVL1,TL1,SVL2,TL2,Sex,Morph,New/Recap,Mark1,Mark2,MarkFinal,Umark,Snout,NumberEggs,Notes
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E6,44.01,84.16,,,U,S,R,P1O2B3G4,P1O2B3G4,H2_POBG_S,Richmond_H2_H2_POBG_S,,,
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E6,40.92,77.25,,,M,L,R,P1O2O3O4,P1O2O3O4,H2_POOO_L,Richmond_H2_H2_POOO_L,,,P marks broke into several
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E6,35.14,66.69,,,U,S,R,B2B3,B2B3,H2_xBBx_S,Richmond_H2_H2_xBBx_S,,,
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E7,43.66,78.16,,,M,S,R,O1G2G3P4,,H2_OGGP_S1,Richmond_H2_H2_OGGP_S1,cirri,,tail growing back -> duplicate closer to position 4
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E7,19.28,37.4,,,U,L,N,O1O3,O1O3,H2_OxOx_L,Richmond_H2_H2_OxOx_L,,,
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,46,61.58,,,M,L,N,G1G2B3O4,G1G2B3O4,H2_GGBO_L,Richmond_H2_H2_GGBO_L,cirri,,
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,45.22,93.81,,,F,S,N,G1O2B3O4,G1O2B3O4,H2_GOBO_S,Richmond_H2_H2_GOBO_S,,10,B3 is long (streak)
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,32.41,65.49,,,U,L,N,O1G2B3G4,O1G2B3G4,H2_OGBG_L,Richmond_H2_H2_OGBG_L,,,
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,48.6,97.78,,,F,L,R,O1G2O3G4,O1G2O3G4,H2_OGOG_L,Richmond_H2_H2_OGOG_L,,,O3 has moved to center
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,41.18,89.51,,,M,L,R,P1O2P3P4,P1O2P3P4,H2_POPP_L1,Richmond_H2_H2_POPP_L1,cirri,,"(2) P4 marks, duplicate 1"
Richmond,H2,Richmond_H2,11/14/2017,317,Fall,2017,,E9,42.43,90.94,,,M,S,R,O2B3,O2B3,H2_xOBx_S,Richmond_H2_H2_xOBx_S,cirri,,marked G1 by accident & tiny G2
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A1,34.86,66.98,,,U,S,R,P1O2B3P4,P1O2B3P4,T2_POBP_S,Richmond_T2_T2_POBP_S,,,2 small pink parks on side of body at position 4
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A10,35.77,72.39,,,U,L,N,G1G2P3R4,G1G2P3R4,T2_GGPR_L,Richmond_T2_T2_GGPR_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A3,42.84,75.93,,,F,S,R,B1P2G3B4,B1P2G3B4,T2_BPGB_S,Richmond_T2_T2_BPGB_S,,7,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A3,39.92,82.35,,,U,S,R,B1P2O3O4,B1P2O3O4,T2_BPOO_S,Richmond_T2_T2_BPOO_S,,,B1 is small
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A4,42.48,85.96,,,U,L,N,B1G2P3R4,B1G2P3R4,T2_BGPR_L,Richmond_T2_T2_BGPR_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A4,45.67,89.59,,,M,L,R,P1G2P3O4,P1G2P3O4,T2_PGPO_L,Richmond_T2_T2_PGPO_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A5,44.31,75.05,,,M,L,R,O1P2O3P4,O1P2O3P4,T2_OPOP_L,Richmond_T2_T2_OPOP_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A6,41.98,75.94,,,U,L,R,B1O2B3B4,B1O2B3B4,T2_BOBB_L1,Richmond_T2_T2_BOBB_L1,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,A8,40.2,82.87,,,M,L,R,G1O2G3O4,G1O2G3O4,T2_GOGO_L,Richmond_T2_T2_GOGO_L,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B2,40.54,86.01,,,U,S,R,P1P2B3O4,P1P2B3O4,T2_PPBO_S,Richmond_T2_T2_PPBO_S,,,"P1 toward center of chest, P2 is near middle of body"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B4,30.77,62.25,,,U,L,R,B1P2G3G4,B1P2G3G4,T2_BPGG_L,Richmond_T2_T2_BPGG_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B4,41.92,77.1,,,U,L,R,P1G2G3G4P4,P1G2G3P4,T2_PGGP_L,Richmond_T2_T2_PGGP_L,,,G3 too; P1 and G2 are small
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B6,42.75,86.76,,,M,L,R,G1B2B3B4,G1B2B3B4,T2_GBBB_L1,Richmond_T2_T2_GBBB_L1,cirri,,"easy to sex, (2)B3 and (2)B4 marks"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B6,45.44,66.28,,,F,S,R,P1P2P3P4,P1P2P3P4,T2_PPPP_S,Richmond_T2_T2_PPPP_S,,,"stubbed tail, very samll P1 near armpit, small P near middle of body"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B8,47.52,93.62,,,F,S,R,O1O2O3G4,O1O2O3G4,T2_OOOG_S,Richmond_T2_T2_OOOG_S,,,"many G4 marks, small O mark near vent"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B9,30.57,37.49,,,U,S,R,B1B2P3R4B4,B1B2P3R4B4,T2_BBPR_S,Richmond_T2_T2_BBPR_S,,,"stubbed tail, has R and B at position 4, B4 easily mobile"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B9,42.9,80.63,,,M,L,R,G1B2B3B4O4,G1B2B3B4O4,T2_GBBO_L,Richmond_T2_T2_GBBO_L,cirri,,"position 4 has (2)O (1 shallow, 1 deep), Blue mark on top of deep O"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,B9,29.26,56.35,,,U,L,N,R1G2P3P4,R1G2P3P4,T2_RGPP_L,Richmond_T2_T2_RGPP_L,,,P3 toward side
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C1,19.88,35.68,,,U,S,N,P1G2O3R4,P1G2O3R4,T2_PGOR_S,Richmond_T2_T2_PGOR_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C1,39.15,77.2,,,U,S,N,R1G2P3G4,R1G2P3G4,T2_RGPG_S,Richmond_T2_T2_RGPG_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C10,42.94,90.46,,,M,S,R,O1O2B3B4,O1O2B3B4,T2_OOBB_S,Richmond_T2_T2_OOBB_S,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C2,38.5,77.24,,,M,S,R,B1B2O3B3G3B4,B1B2G3B4,T2_BBGB_S,Richmond_T2_T2_BBGB_S,cirri,,"O3, B3, G3 marks present"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C2,39.62,77.46,,,U,L,R,P1G2P3B4,P1G2P3B4,T2_PGPB_L,Richmond_T2_T2_PGPB_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C3,39.93,86.29,,,M,L,R,O1P2B3O4,O1P2B3O4,T2_OPBO_L,Richmond_T2_T2_OPBO_L,cirri,,(2) O4 marks
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C4,36.99,68.66,,,M,L,R,B1O2O3O4,B1O2O3O4,T2_BOOP_L,Richmond_T2_T2_BOOP_L,,,"B1 is streaked , kink mid tail, history marked as no cirri, recheck"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C4,44.99,95.79,,,F,L,R,P1B2O3O4,P1B2O3O4,T2_PBOO_L,Richmond_T2_T2_PBOO_L,,,multiple B2 marks
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C5,42.65,69.44,,,M,L,R,B1O2P3G3P4B4,B1O2P3P4,T2_BOPP_L,Richmond_T2_T2_BOPP_L,cirri,,"B4 -> G3, (2) O2 marks"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C7,30.2,61.03,,,M,S,R,O1P2B3G4,O1P2B3G4,T2_OPBG_S,Richmond_T2_T2_OPBG_S,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C7,45.12,92.16,,,F,S,R,P1B2O3G4,P1B2O3G4,T2_PBOG_S,Richmond_T2_T2_PBOG_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C7,30.26,59.85,,,U,S,N,R1G2P3P4,R1G2P3P4,T2_RGPP_S,Richmond_T2_T2_RGPP_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C9,19.52,36.83,,,U,S,N,R1G2P3B4,R1G2P3B4,T2_RGPB_S,Richmond_T2_T2_RGPB_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,C9,15.38,26.37,,,U,S,N,O2O4,O2O4,T2_xOxO_S,Richmond_T2_T2_xOxO_S,,,"juvinile, unclear if cirri"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D10,40.26,77.78,,,M,S,R,G1B2O3P4,G1B2O3P4,T2_GBOP_S,Richmond_T2_T2_GBOP_S,cirri,,"Regrowing tail, 3 B's on 2/4 side"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D10,21.45,38.1,,,U,S,N,B2B4,B2B4,T2_xBxB_S,Richmond_T2_T2_xBxB_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D4,42.81,76.49,,,M,S,R,O1P2P3G4,O1P2P3G4,T2_OPPG_S,Richmond_T2_T2_OPPG_S,cirri,,R1 very samll
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D4,29.62,59.65,,,U,S,R,R1B2P3R4,R1B2P3R4,T2_RBPR_S,Richmond_T2_T2_RBPR_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D4,17.68,34.8,,,U,L,R,O2O3,O2O3,T2_xOOx_L,Richmond_T2_T2_xOOx_L,,,"P2 migrated half down, short tail"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D5,34.42,74.35,,,U,L,R,O1G2O3P4,O1G2O3P4,T2_OGOP_L,Richmond_T2_T2_OGOP_L,,,"G2 towards middle, two O1 marks"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D9,42.31,93.4,,,F,L,R,P1G4,P1G4,T2_PxxG_L,Richmond_T2_T2_PxxG_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D9,37.85,50.71,,,M,S,N,R1B2R3P4,R1B2R3P4,T2_RBRP_S,Richmond_T2_T2_RBRP_S,cirri,,stub tail
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,D9,25.89,34.78,,,U,S,N,R1G2B3P4,R1G2B3P4,T2_RGBP_S,Richmond_T2_T2_RGBP_S,,,stub tail
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E1,38.83,84.05,,,U,S,N,P1G2G3R4,P1G2G3R4,T2_PGGR_S,Richmond_T2_T2_PGGR_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E10,32.42,65.67,,,U,S,N,G1B2R3P4,G1B2R3P4,T2_GBRP_S,Richmond_T2_T2_GBRP_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E10,32.14,60.02,,,U,L,N,O1B2R3P4,O1B2R3P4,T2_OBRP_L,Richmond_T2_T2_OBRP_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E10,31.42,54.9,,,U,S,N,R1G2O3P4,R1G2O3P4,T2_RGOP_S,Richmond_T2_T2_RGOP_S,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E3,41.46,87.64,,,M,S,N,P1B2R3G4,P1B2R3G4,T2_PBRG_S,Richmond_T2_T2_PBRG_S,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E3,40.75,84.51,,,M,S,R,P1O2P3P4,P1O2P3P4,T2_POPP_S,Richmond_T2_T2_POPP_S,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E4,46.5,87.04,,,F,S,R,G1P2P3P4,G1P2P3P4,T2_GPPP_S,Richmond_T2_T2_GPPP_S,,,(2) G1 marks
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E4,36.44,78.02,,,M,S,R,P1O2G3O4,P1O2G3O4,T2_POGO_S,Richmond_T2_T2_POGO_S,cirri,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E7,31.21,62.38,,,U,L,N,P1B2R3O4,P1B2R3O4,T2_PBRO_L,Richmond_T2_T2_PBRO_L,,,
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E7,44.47,51.48,,,U,S,R,G1O4,B2O4,T2_xBxO_S,Richmond_T2_T2_xBxO_S,,,"Stub tail, small G1, B2 moved to vent"
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E8,42.93,84.69,,,F,S,R,G1P2P3G4,G1P2P3G4,T2_GPPG_S,Richmond_T2_T2_GPPG_S,,,P3 looks like R
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E8,40.85,89.25,,,F,L,R,G2O3,G2O3,T2_xGOx_L,Richmond_T2_T2_xGOx_L,,6,Definetly has eggs
Richmond,T2,Richmond_T2,11/28/2017,331,Fall,2017,,E9,41.64,86.21,,,M,S,R,P1O2O3G4,P1O2O3G4,T2_POOG_S,Richmond_T2_T2_POOG_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A2,43.95,100.13,,,F,S,R,B1B2G3P4,B1B2G3P4,T1_BBGP_S,Richmond_T1_T1_BBGP_S,,,P4 is deep near vent
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A2,40.87,84.51,,,F,L,R,B1O2P4O4,B1O2P4O4,T1_BOPO_L,Richmond_T1_T1_BOPO_L,,,Final mark single letter code P3 O4
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A3,46.06,99.34,,,F,S,R,P1P2P3G4,P1P2P3G4,T1_PPPG_S,Richmond_T1_T1_PPPG_S,,,P3 and G4 near vent
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A4,46.03,99.5,,,M,L,R,P1O2P3G3O4B4,P1O2P3G3O4,T1_POPO_L1,Richmond_T1_T1_POPO_L1,cirri,,P&G at Pos 3; (2) O4 one deep near leg and B under orange marks
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A8,44.6,95.48,,,F,S,R,O1P4,O1P4,T1_OxxP_S,Richmond_T1_T1_OxxP_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,A8,45.47,93.04,,,M,S,R,P1P2,P1P2,T1_PPxx_S,Richmond_T1_T1_PPxx_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B10,48.36,102.95,,,F,L,R,G1O2P3G4,G1O2P3G4,T1_GOPG_L,Richmond_T1_T1_GOPG_L,,10,same eggs from spring?
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B2,44.32,74.6,,,M,S,R,B1G2P3B4,B1G2P3B4,T1_BGPB_S,Richmond_T1_T1_BGPB_S,cirri,,"subbed tail; (3) B1 marks (2 small, one big); easy to sex; broken up G2"
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B3,35.41,72.9,,,U,S,N,B1O2B3G4,B1O2B3G4,T1_BOBG_S,Richmond_T1_T1_BOBG_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B3,46.69,98.65,,,F,L,R,P1O2G3P4,P1O2G3P4,T1_POGP_L,Richmond_T1_T1_POGP_L,,10,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B5,31.03,66.49,,,U,L,N,B1G2G3B4,B1G2G3B4,T1_BGGB_L,Richmond_T1_T1_BGGB_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B7,46.51,99.66,,,F,S,R,O1G2P3P4,O1G2P3P4,T1_OGPP_S,Richmond_T1_T1_OGPP_S,,10,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B7,49.18,104.03,,,M,S,R,P1B2O3O4,P1B2O3O4,T1_PBOO_S,Richmond_T1_T1_PBOO_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B8,46.49,100.33,,,F,L,R,B1G2B3B4,B1G2B3B4,T1_BGBB_L,Richmond_T1_T1_BGBB_L,,10,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,B8,43.11,81.9,,,M,L,R,G1P2G3G4,G1P2G3G4,T1_GPGG_L,Richmond_T1_T1_GPGG_L,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C1,41.28,88.82,,,M,S,R,B1B2P1P2,B1B2P3P4,T1_BBPP_S,Richmond_T1_T1_BBPP_S,,,B1 and B2 streaky down sides
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C10,35.8,69.54,,,U,L,N,B1O2B3B4,B1O2B3B4,T1_BOBB_L,Richmond_T1_T1_BOBB_L,,,O2 shallow
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C10,42.13,89.47,,,U,L,N,G1O2O3P4,G1O2O3P4,T1_GOOP_L,Richmond_T1_T1_GOOP_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C4,45.08,95.92,,,M,L,R,P1B2B3P4,P1B2B3P4,T1_PBBP_L,Richmond_T1_T1_PBBP_L,cirri,,easy to sex; B2 in middle
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C8,41.36,84.95,,,M,L,R,B1P2B3B4,B1P2B3B4,T1_BPBB_L,Richmond_T1_T1_BPBB_L,cirri,,(2) B2 marks (one mid body); (2) P4 marks; P2 very small
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C8,46.74,98.1,,,U,L,R,B1P2P3P4,B1P2P3P4,T1_BPPP_L,Richmond_T1_T1_BPPP_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,C9,42.48,90,,,U,L,R,O2B3O4,O2B3O4,T1_xOBO_L,Richmond_T1_T1_xOBO_L,,,missing pos 1 mark; likely same salamander as POBO
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D10,35.7,71.95,,,U,S,N,B1O2B3O4,B1O2B3O4,T1_BOBO_S,Richmond_T1_T1_BOBO_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D3,41.07,81.92,,,M,S,R,P1O2P3G4,P1O2P3G4,T1_POPG_S,Richmond_T1_T1_POPG_S,cirri,,easy to sex
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D5,47.14,77.41,,,U,L,N,B1G2B3G4,B1G2B3G4,T1_BGBG_L,Richmond_T1_T1_BGBG_L,,,"stubbed tail, regrowth; B3 broken up"
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D6,36.07,75.45,,,U,L,N,B1B2O3O4,B1B2O3O4,T1_BBOO_L,Richmond_T1_T1_BBOO_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D7,43.74,85.97,,,M,L,R,B1B2P3G4,B1B2P3G4,T1_BBPG_L,Richmond_T1_T1_BBPG_L,cirri,,B2 has 2 marks; code used twice
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,D8,41.81,86.19,,,U,S,N,B1G2B3O4,B1G2B3O4,T1_BGBO_S,Richmond_T1_T1_BGBO_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E1,44.88,92.73,,,U,S,N,B1B2B3O4,B1B2B3O4,T1_BBBO_S,Richmond_T1_T1_BBBO_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E1,44.15,90.63,,,U,S,N,B1B2G3O4,B1B2G3O4,T1_BBGO_S,Richmond_T1_T1_BBGO_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E10,40.04,88.1,,,U,S,R,B1B2G3B4,B1B2G3B4,T1_BBGG_S,Richmond_T1_T1_BBGG_S,,,"(1-18-2018: changed from BBGB_S, which has no ""N"" status, to BBGGG_S bc of board and TL)"
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E10,44.13,89.05,,,M,S,R,G1P2O2B4,G1P2O3B4,T1_GPOB_S,Richmond_T1_T1_GPOB_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E2,40.7,76.58,,,M,L,R,B1G2O3P4,B1G2O3P4,T1_BGOP_L,Richmond_T1_T1_BGOP_L,cirri,,missing tip of tail; P4 is deep
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E3,33.08,65.65,,,U,L,R,O1O2B3O4,O1O2B3O4,T1_OOBO_L,Richmond_T1_T1_OOBO_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E4,44.29,81.3,,,U,L,N,B1B2O3G4,B1B2O3G4,T1_BBOG_L,Richmond_T1_T1_BBOG_L,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E4,43.68,79.32,,,M,S,R,P1P2B3G4,P1P2B3G4,T1_PPBG_S,Richmond_T1_T1_PPBG_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E5,44.2,89.83,,,M,S,R,P1B2O3O4,P1B2O3O4,T1_PBOO_S,Richmond_T1_T1_PBOO_S,cirri,,O4 moved to vent
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E5,44.76,92.35,,,F,L,R,P1P2O3O4,P1P2O3O4,T1_PPOO_L,Richmond_T1_T1_PPOO_L,,,extra O marks near vent
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E6,32.16,66.63,,,U,S,N,B1B2B3G4,B1B2B3G4,T1_BBBG_S,Richmond_T1_T1_BBBG_S,,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E7,41.47,90,,,M,L,N,O1G2G3P4,O1G2G3P4,T1_OGGP_L,Richmond_T1_T1_OGGP_L,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E7,45.71,87.6,,,M,L,N,O1G2O3P4,O1G2O3P4,T1_OGOP_L,Richmond_T1_T1_OGOP_L,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E7,38.98,84.46,,,M,S,N,O1O2G3P4,O1O2G3P4,T1_OOGP_S,Richmond_T1_T1_OOGP_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E8,46.88,94.83,,,M,L,N,B1B2O3B4,B1B2O3B4,T1_BBOB_L,Richmond_T1_T1_BBOB_L,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E8,45.25,100.46,,,F,S,R,G1B2P3P4,G1B2P3P4,T1_GBPP_S,Richmond_T1_T1_GBPP_S,,7,B2 is 2 marks
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E8,41.47,85.36,,,M,S,R,O1B2P3O4,O1B2P3O4,T1_OBPO_S,Richmond_T1_T1_OBPO_S,cirri,,
Richmond,T1,Richmond_T1,12/5/2017,338,Fall,2017,,E9,45.5,89.05,,,M,S,R,B1B3,B1B3,T1_BxBx_S,Richmond_T1_T1_BxBx_S,cirri,,
Richmond,H2,Richmond_H2,1/10/2018,9,Spring,2018,,B3,42.67,86.72,,,M,L,R,GRPB,GPOB,H2_GPPB_L,Richmond_H2_H2_GPPB_L,cirri,,2nd mark near 4th; 3rd mark very deep
Richmond,H2,Richmond_H2,1/10/2018,9,Spring,2018,,B3,37.06,75.87,,,U,S,N,R1B2P3G4,R1B2P3G4,H2_RBPG_S,Richmond_H2_H2_RBPG_S,,,
Richmond,H2,Richmond_H2,1/10/2018,9,Spring,2018,,C5,44.8,79.3,,,M,L,R,POGO,POGO,H2_POGO_L,Richmond_H2_H2_POGO_L,cirri,,O mark in Pos 2 is low
Richmond,H2,Richmond_H2,1/10/2018,9,Spring,2018,,C6,43.69,88.57,,,M,L,R,O1O2P3P4,O1O2P3P4,H2_OOPP_L,Richmond_H2_H2_OOPP_L,cirri,,
Richmond,H2,Richmond_H2,1/10/2018,9,Spring,2018,,D7,30.1,48.3,,,M,S,R,xOOx,xOOx,H2_xOOx_S,Richmond_H2_H2_xOOx_S,,,
Richmond,T1,Richmond_T1,1/10/2018,9,Spring,2018,,D9,45.36,97.09,,,U,L,N,BGOB,BGOB,T1_BGOB_L,Richmond_T1_T1_BGOB_L,,,
Conte,Plot1,Conte_Plot1,11/3/2017,306,Fall,2017,3,C1,45,104,,,F,S,N,BOOB,,BOOB,Conte_Plot1_BOOB,,10,
Conte,Plot1,Conte_Plot1,11/3/2017,306,Fall,2017,3,O5,51,106,,,F,L,N,YBYY,,YBYY,Conte_Plot1_YBYY,,10,
Conte,Plot1,Conte_Plot1,11/3/2017,306,Fall,2017,3,B8,41,80,,,M,S,R,YYRY,,YYRY,Conte_Plot1_YYRY,CIRRI,,
Conte,Plot1,Conte_Plot1,11/3/2017,306,Fall,2017,3,A10,34,77,,,U,S,N,YBYB,,YBYB,Conte_Plot1_YBYB,,,
Conte,Plot6,Conte_Plot6,11/3/2017,306,Fall,2017,3,O40,44,98,,,M,S,R,ORYO,,ORYO,Conte_Plot6_ORYO,CIRRI,,
Conte,Plot6,Conte_Plot6,11/3/2017,306,Fall,2017,3,O3,38,81,,,F,L,N,BORY,,BORY,Conte_Plot6_BORY,,,
Conte,Plot6,Conte_Plot6,11/3/2017,306,Fall,2017,3,O24,36,79,,,M,S,N,BRBB,,BRBB,Conte_Plot6_BRBB,CIRRI,,
Conte,Plot6,Conte_Plot6,11/3/2017,306,Fall,2017,3,B5,41,85,,,F,L,N,YYOR,,YYOR,Conte_Plot6_YYOR,,,
Conte,Plot6,Conte_Plot6,11/3/2017,306,Fall,2017,3,B9,37,86,,,F,S,N,RYOY,,RYOY,Conte_Plot6_RYOY,,10,
Conte,Plot5,Conte_Plot5,11/3/2017,306,Fall,2017,3,O1,,,,,,L,,,,,Conte_Plot5_,,,escaped
Conte,Plot5,Conte_Plot5,11/3/2017,306,Fall,2017,3,A7,46,89,,,F,S,N,YBOB,,YBOB,Conte_Plot5_YBOB,,9,
Conte,Plot5,Conte_Plot5,11/3/2017,306,Fall,2017,3,B6,37,81,,,U,S,N,RYRO,,RYRO,Conte_Plot5_RYRO,,,
Conte,Plot4,Conte_Plot4,11/3/2017,306,Fall,2017,3,O1,36,72,,,M,L,N,YBBR,,YBBR,Conte_Plot4_YBBR,CIRRI,,TT missing
Conte,Plot4,Conte_Plot4,11/3/2017,306,Fall,2017,3,O27,48,93,,,M,S,N,YBOO,,YBOO,Conte_Plot4_YBOO,CIRRI,,
Conte,Plot4,Conte_Plot4,11/3/2017,306,Fall,2017,3,B2,42,91,,,M,L,N,RORY,,RORY,Conte_Plot4_RORY,CIRRI,,
Conte,Plot4,Conte_Plot4,11/3/2017,306,Fall,2017,3,A10,48,95,,,F,S,N,BOBY,,BOBY,Conte_Plot4_BOBY,,8,
